action_type,event_type,loc_x,loc_y,minutes_remaining,period,player_name,position,height,shot_distance,shot_made_flag,points,shot_type,shot_zone_basic,shot_zone_range,team_name
Tip Layup Shot,Missed Shot,0,-6,7,3,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-2,9,5,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,0,9,1,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-33,185,5,1,Alex Len,Power Forward,7.1,18,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,0,1,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,24,17,0,1,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,7,1,5,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Driving Dunk Shot,Missed Shot,-16,14,3,2,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Alley Oop Layup shot,Missed Shot,-8,51,3,2,Alex Len,Power Forward,7.1,5,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,-229,0,6,3,Alex Len,Power Forward,7.1,22,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,5,3,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Putback Layup Shot,Missed Shot,10,8,4,3,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Hook Shot,Made Shot,-3,15,4,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,-6,13,3,3,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,226,28,5,4,Alex Len,Power Forward,7.1,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Layup Shot,Missed Shot,19,15,5,4,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,8,21,7,2,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,4,18,5,2,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Made Shot,0,-6,5,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,-11,31,1,2,Alex Len,Power Forward,7.1,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-131,232,0,2,Alex Len,Power Forward,7.1,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Layup Shot,Missed Shot,0,31,9,3,Alex Len,Power Forward,7.1,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,-40,26,9,3,Alex Len,Power Forward,7.1,4,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Tip Dunk Shot,Made Shot,0,-6,8,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,7,3,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Made Shot,0,-6,7,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,93,149,6,3,Alex Len,Power Forward,7.1,17,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Dunk Shot,Made Shot,5,12,5,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,-9,4,4,3,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Hook Shot,Missed Shot,-8,49,2,3,Alex Len,Power Forward,7.1,4,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,11,9,1,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-3,23,0,3,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,8,4,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,8,4,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,11,1,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,11,1,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-4,13,10,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,226,45,9,1,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,1,8,11,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,2,14,10,2,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Hook Shot,Missed Shot,11,36,7,2,Alex Len,Power Forward,7.1,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Alley Oop Layup shot,Made Shot,-3,8,5,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Alley Oop Dunk Shot,Made Shot,6,11,5,2,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,230,23,10,3,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,232,13,8,3,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Layup Shot,Missed Shot,21,15,7,4,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-3,14,11,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Missed Shot,-3,11,10,1,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Made Shot,0,-6,9,1,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-237,-26,2,1,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Pullup Jump shot,Made Shot,77,85,6,2,Alex Len,Power Forward,7.1,11,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Atlanta Hawks
Turnaround Hook Shot,Missed Shot,-29,73,5,2,Alex Len,Power Forward,7.1,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Putback Dunk Shot,Made Shot,14,17,4,2,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,-3,31,3,2,Alex Len,Power Forward,7.1,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,-5,16,3,2,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,2,2,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Pullup Jump shot,Missed Shot,19,263,2,2,Alex Len,Power Forward,7.1,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Cutting Layup Shot,Made Shot,-6,-8,5,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-14,23,11,4,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,-11,1,7,4,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Finger Roll Layup Shot,Missed Shot,13,-13,7,4,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Made Shot,0,-6,7,4,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,14,13,6,1,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,0,11,4,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,11,31,4,1,Alex Len,Power Forward,7.1,3,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Turnaround Fadeaway Bank Jump Shot,Missed Shot,-15,25,2,1,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,-2,32,1,1,Alex Len,Power Forward,7.1,3,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-136,13,0,1,Alex Len,Power Forward,7.1,13,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Atlanta Hawks
Jump Shot,Made Shot,149,209,0,1,Alex Len,Power Forward,7.1,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,-76,250,4,2,Alex Len,Power Forward,7.1,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Dunk Shot,Made Shot,17,29,2,2,Alex Len,Power Forward,7.1,3,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Putback Dunk Shot,Made Shot,0,-6,5,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-8,7,4,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Driving Layup Shot,Made Shot,-6,13,2,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,-2,13,0,3,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,-16,11,0,3,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,-18,13,0,3,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,9,2,11,4,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Turnaround Fadeaway Bank Jump Shot,Missed Shot,-24,62,9,4,Alex Len,Power Forward,7.1,6,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,241,23,7,4,Alex Len,Power Forward,7.1,24,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Made Shot,-22,13,6,4,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,20,109,2,1,Alex Len,Power Forward,7.1,11,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-12,4,8,2,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-127,590,0,2,Alex Len,Power Forward,7.1,60,0,0,3PT Field Goal,Backcourt,Back Court Shot,Atlanta Hawks
Jump Shot,Made Shot,98,240,7,3,Alex Len,Power Forward,7.1,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,242,75,6,3,Alex Len,Power Forward,7.1,25,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Tip Layup Shot,Made Shot,0,-6,3,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Fadeaway Jump Shot,Missed Shot,94,75,2,3,Alex Len,Power Forward,7.1,12,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Atlanta Hawks
Layup Shot,Made Shot,8,10,1,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,6,1,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,6,1,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,3,15,5,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,9,20,4,1,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,3,1,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Layup Shot,Missed Shot,6,27,5,2,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,229,11,4,3,Alex Len,Power Forward,7.1,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Turnaround Jump Shot,Made Shot,33,121,2,3,Alex Len,Power Forward,7.1,12,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Atlanta Hawks
Hook Shot,Missed Shot,47,46,5,1,Alex Len,Power Forward,7.1,6,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Running Jump Shot,Missed Shot,226,6,5,1,Alex Len,Power Forward,7.1,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,-69,148,0,1,Alex Len,Power Forward,7.1,16,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Jump Shot,Missed Shot,0,243,3,2,Alex Len,Power Forward,7.1,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Layup Shot,Made Shot,23,15,6,1,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,5,1,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-221,-27,4,2,Alex Len,Power Forward,7.1,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Made Shot,111,-9,5,3,Alex Len,Power Forward,7.1,11,1,2,2PT Field Goal,Mid-Range,8-16 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-170,-4,3,3,Alex Len,Power Forward,7.1,17,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-81,165,0,3,Alex Len,Power Forward,7.1,18,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Hook Shot,Missed Shot,-62,69,5,4,Alex Len,Power Forward,7.1,9,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,-6,7,3,1,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-5,4,1,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Made Shot,0,-6,0,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Turnaround Hook Shot,Missed Shot,-11,60,0,2,Alex Len,Power Forward,7.1,6,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-24,258,0,2,Alex Len,Power Forward,7.1,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Hook Shot,Made Shot,-4,46,1,3,Alex Len,Power Forward,7.1,4,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Layup Shot,Made Shot,1,14,6,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Putback Layup Shot,Missed Shot,-2,11,4,1,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Missed Shot,0,-6,4,1,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Hook Shot,Missed Shot,5,4,4,1,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Dunk Shot,Made Shot,0,-6,3,1,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Hook Shot,Made Shot,0,61,2,1,Alex Len,Power Forward,7.1,6,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Tip Dunk Shot,Made Shot,0,-6,1,1,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-3,13,2,2,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,0,11,5,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,163,195,4,1,Alex Len,Power Forward,7.1,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Tip Dunk Shot,Made Shot,0,-6,3,1,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,230,60,4,2,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
Driving Dunk Shot,Made Shot,-7,4,4,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,-32,252,2,2,Alex Len,Power Forward,7.1,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Dunk Shot,Made Shot,0,12,1,2,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Turnaround Jump Shot,Made Shot,-89,27,7,3,Alex Len,Power Forward,7.1,9,1,2,2PT Field Goal,Mid-Range,8-16 ft.,Atlanta Hawks
Dunk Shot,Made Shot,2,9,4,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-15,252,2,3,Alex Len,Power Forward,7.1,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Cutting Layup Shot,Missed Shot,9,21,6,4,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Made Shot,0,-6,4,4,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Turnaround Hook Shot,Missed Shot,-5,68,3,4,Alex Len,Power Forward,7.1,6,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,1,5,0,4,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,0,9,6,1,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Putback Layup Shot,Missed Shot,8,24,2,1,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,-192,159,1,2,Alex Len,Power Forward,7.1,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,6,134,6,3,Alex Len,Power Forward,7.1,13,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Atlanta Hawks
Hook Shot,Made Shot,-30,89,4,3,Alex Len,Power Forward,7.1,9,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Atlanta Hawks
Cutting Dunk Shot,Made Shot,-7,7,4,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,-5,6,2,3,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-27,252,0,3,Alex Len,Power Forward,7.1,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Atlanta Hawks
Driving Layup Shot,Made Shot,-1,22,6,4,Alex Len,Power Forward,7.1,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Hook Shot,Made Shot,-58,23,5,4,Alex Len,Power Forward,7.1,6,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,5,12,7,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,98,189,1,1,Alex Len,Power Forward,7.1,21,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-230,4,6,2,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Jump Shot,Missed Shot,5,195,5,2,Alex Len,Power Forward,7.1,19,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-234,17,7,4,Alex Len,Power Forward,7.1,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Dunk Shot,Missed Shot,-2,8,5,4,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Missed Shot,-226,20,4,4,Alex Len,Power Forward,7.1,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Atlanta Hawks
Putback Layup Shot,Made Shot,15,11,5,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Missed Shot,4,6,5,1,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Reverse Layup Shot,Missed Shot,10,6,3,1,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Tip Layup Shot,Made Shot,0,-6,4,2,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Alley Oop Dunk Shot,Missed Shot,-56,39,2,2,Alex Len,Power Forward,7.1,6,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Atlanta Hawks
Hook Shot,Missed Shot,0,12,2,2,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Putback Layup Shot,Missed Shot,1,10,4,3,Alex Len,Power Forward,7.1,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Putback Layup Shot,Missed Shot,0,-6,4,3,Alex Len,Power Forward,7.1,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,3,10,2,3,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,7,4,3,4,Alex Len,Power Forward,7.1,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Floating Jump shot,Missed Shot,0,26,6,1,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Dunk Shot,Made Shot,0,10,4,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Floating Jump shot,Made Shot,0,11,3,1,Alex Len,Power Forward,7.1,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Hook Shot,Missed Shot,-14,25,0,2,Alex Len,Power Forward,7.1,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Atlanta Hawks
Jump Shot,Made Shot,228,28,3,3,Alex Len,Power Forward,7.1,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Atlanta Hawks
